food_category,food_item,supply_intake,unit,data_from,food_origin,supplier,date_reported,price_this_morning
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,16/1/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,16/1/2016,NA
Livestock / Poultry,Live chicken,12711,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,16/1/2016,NA
Marine fish,-,1511,(picul),(Yesterday),-,Fish Marketing Organization,16/1/2016,NA
Freshwater fish,-,3017,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,16/1/2016,NA
Vegetables,-,5404,(picul),(Yesterday),-,Vegetable Marketing Organization,16/1/2016,NA
Vegetables,-,9983,(picul),(Yesterday),-,Government Wholesale Markets,16/1/2016,NA
Eggs,-,3490000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,16/1/2016,NA
Livestock / Poultry,Live pig,4044,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,17/1/2016,NA
Livestock / Poultry,Live pig,228,(head),(Yesterday),Local,Food and Environmental Hygiene Department,17/1/2016,NA
Livestock / Poultry,Live cattle,22,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,17/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,17/1/2016,NA
Livestock / Poultry,Live chicken,2000,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,17/1/2016,NA
Livestock / Poultry,Live chicken,12165,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,17/1/2016,NA
Marine fish,-,1350,(picul),(Yesterday),-,Fish Marketing Organization,17/1/2016,NA
Freshwater fish,-,3222,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,17/1/2016,NA
Vegetables,-,5206,(picul),(Yesterday),-,Vegetable Marketing Organization,17/1/2016,NA
Vegetables,-,10362,(picul),(Yesterday),-,Government Wholesale Markets,17/1/2016,NA
Eggs,-,4680000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,17/1/2016,NA
Livestock / Poultry,Live pig,4694,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,18/1/2016,NA
Livestock / Poultry,Live pig,290,(head),(Yesterday),Local,Food and Environmental Hygiene Department,18/1/2016,NA
Livestock / Poultry,Live cattle,53,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,18/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,18/1/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,18/1/2016,NA
Livestock / Poultry,Live chicken,10600,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,18/1/2016,NA
Marine fish,-,1720,(picul),(Yesterday),-,Fish Marketing Organization,18/1/2016,NA
Freshwater fish,-,2917,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,18/1/2016,NA
Vegetables,-,4721,(picul),(Yesterday),-,Vegetable Marketing Organization,18/1/2016,NA
Vegetables,-,9603,(picul),(Yesterday),-,Government Wholesale Markets,18/1/2016,NA
Eggs,-,0,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,18/1/2016,NA
Livestock / Poultry,Live pig,4482,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,19/1/2016,NA
Livestock / Poultry,Live pig,254,(head),(Yesterday),Local,Food and Environmental Hygiene Department,19/1/2016,NA
Livestock / Poultry,Live cattle,72,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,19/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,19/1/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,19/1/2016,NA
Livestock / Poultry,Live chicken,12245,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,19/1/2016,NA
Marine fish,-,1578,(picul),(Yesterday),-,Fish Marketing Organization,19/1/2016,NA
Freshwater fish,-,3683,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,19/1/2016,NA
Vegetables,-,5390,(picul),(Yesterday),-,Vegetable Marketing Organization,19/1/2016,NA
Vegetables,-,10973,(picul),(Yesterday),-,Government Wholesale Markets,19/1/2016,NA
Eggs,-,3280000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,19/1/2016,NA
Livestock / Poultry,Live pig,4235,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,20/1/2016,NA
Livestock / Poultry,Live pig,222,(head),(Yesterday),Local,Food and Environmental Hygiene Department,20/1/2016,NA
Livestock / Poultry,Live cattle,63,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,20/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,20/1/2016,NA
Livestock / Poultry,Live chicken,2000,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,20/1/2016,NA
Livestock / Poultry,Live chicken,12100,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,20/1/2016,NA
Marine fish,-,1741,(picul),(Yesterday),-,Fish Marketing Organization,20/1/2016,NA
Freshwater fish,-,3004,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,20/1/2016,NA
Vegetables,-,5428,(picul),(Yesterday),-,Vegetable Marketing Organization,20/1/2016,NA
Vegetables,-,11649,(picul),(Yesterday),-,Government Wholesale Markets,20/1/2016,NA
Eggs,-,4540000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,20/1/2016,NA
Livestock / Poultry,Live pig,4317,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,21/1/2016,NA
Livestock / Poultry,Live pig,214,(head),(Yesterday),Local,Food and Environmental Hygiene Department,21/1/2016,NA
Livestock / Poultry,Live cattle,46,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,21/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,21/1/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,21/1/2016,NA
Livestock / Poultry,Live chicken,10294,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,21/1/2016,NA
Marine fish,-,1598,(picul),(Yesterday),-,Fish Marketing Organization,21/1/2016,NA
Freshwater fish,-,3081,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,21/1/2016,NA
Vegetables,-,5459,(picul),(Yesterday),-,Vegetable Marketing Organization,21/1/2016,NA
Vegetables,-,10808,(picul),(Yesterday),-,Government Wholesale Markets,21/1/2016,NA
Eggs,-,3140000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,21/1/2016,NA
Livestock / Poultry,Live pig,4140,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,22/1/2016,NA
Livestock / Poultry,Live pig,235,(head),(Yesterday),Local,Food and Environmental Hygiene Department,22/1/2016,NA
Livestock / Poultry,Live cattle,42,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,22/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,22/1/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,22/1/2016,NA
Livestock / Poultry,Live chicken,12234,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,22/1/2016,NA
Marine fish,-,1437,(picul),(Yesterday),-,Fish Marketing Organization,22/1/2016,NA
Freshwater fish,-,3075,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,22/1/2016,NA
Vegetables,-,5231,(picul),(Yesterday),-,Vegetable Marketing Organization,22/1/2016,NA
Vegetables,-,11732,(picul),(Yesterday),-,Government Wholesale Markets,22/1/2016,NA
Eggs,-,3780000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,22/1/2016,NA
Livestock / Poultry,Live pig,4137,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,23/1/2016,NA
Livestock / Poultry,Live pig,243,(head),(Yesterday),Local,Food and Environmental Hygiene Department,23/1/2016,NA
Livestock / Poultry,Live cattle,54,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,23/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,23/1/2016,NA
Livestock / Poultry,Live chicken,2000,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,23/1/2016,NA
Livestock / Poultry,Live chicken,13670,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,23/1/2016,NA
Marine fish,-,1318,(picul),(Yesterday),-,Fish Marketing Organization,23/1/2016,NA
Freshwater fish,-,2930,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,23/1/2016,NA
Vegetables,-,4905,(picul),(Yesterday),-,Vegetable Marketing Organization,23/1/2016,NA
Vegetables,-,10263,(picul),(Yesterday),-,Government Wholesale Markets,23/1/2016,NA
Eggs,-,4840000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,23/1/2016,NA
Livestock / Poultry,Live pig,4070,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,24/1/2016,NA
Livestock / Poultry,Live pig,241,(head),(Yesterday),Local,Food and Environmental Hygiene Department,24/1/2016,NA
Livestock / Poultry,Live cattle,44,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,24/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,24/1/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,24/1/2016,NA
Livestock / Poultry,Live chicken,10650,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,24/1/2016,NA
Marine fish,-,978,(picul),(Yesterday),-,Fish Marketing Organization,24/1/2016,NA
Freshwater fish,-,3290,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,24/1/2016,NA
Vegetables,-,4981,(picul),(Yesterday),-,Vegetable Marketing Organization,24/1/2016,NA
Vegetables,-,10296,(picul),(Yesterday),-,Government Wholesale Markets,24/1/2016,NA
Eggs,-,2560000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,24/1/2016,NA
Livestock / Poultry,Live pig,4750,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,25/1/2016,NA
Livestock / Poultry,Live pig,267,(head),(Yesterday),Local,Food and Environmental Hygiene Department,25/1/2016,NA
Livestock / Poultry,Live cattle,70,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,25/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,25/1/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,25/1/2016,NA
Livestock / Poultry,Live chicken,10130,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,25/1/2016,NA
Marine fish,-,815,(picul),(Yesterday),-,Fish Marketing Organization,25/1/2016,NA
Freshwater fish,-,3011,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,25/1/2016,NA
Vegetables,-,4690,(picul),(Yesterday),-,Vegetable Marketing Organization,25/1/2016,NA
Vegetables,-,7607,(picul),(Yesterday),-,Government Wholesale Markets,25/1/2016,NA
Eggs,-,160000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,25/1/2016,NA
Livestock / Poultry,Live pig,4564,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,26/1/2016,NA
Livestock / Poultry,Live pig,250,(head),(Yesterday),Local,Food and Environmental Hygiene Department,26/1/2016,NA
Livestock / Poultry,Live cattle,88,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,26/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,26/1/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,26/1/2016,NA
Livestock / Poultry,Live chicken,11050,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,26/1/2016,NA
Marine fish,-,1146,(picul),(Yesterday),-,Fish Marketing Organization,26/1/2016,NA
Freshwater fish,-,2808,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,26/1/2016,NA
Vegetables,-,5091,(picul),(Yesterday),-,Vegetable Marketing Organization,26/1/2016,NA
Vegetables,-,11369,(picul),(Yesterday),-,Government Wholesale Markets,26/1/2016,NA
Eggs,-,5120000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,26/1/2016,NA
Livestock / Poultry,Live pig,4556,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,27/1/2016,NA
Livestock / Poultry,Live pig,233,(head),(Yesterday),Local,Food and Environmental Hygiene Department,27/1/2016,NA
Livestock / Poultry,Live cattle,79,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,27/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,27/1/2016,NA
Livestock / Poultry,Live chicken,2000,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,27/1/2016,NA
Livestock / Poultry,Live chicken,10080,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,27/1/2016,NA
Marine fish,-,1284,(picul),(Yesterday),-,Fish Marketing Organization,27/1/2016,NA
Freshwater fish,-,3341,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,27/1/2016,NA
Vegetables,-,4811,(picul),(Yesterday),-,Vegetable Marketing Organization,27/1/2016,NA
Vegetables,-,10560,(picul),(Yesterday),-,Government Wholesale Markets,27/1/2016,NA
Eggs,-,4230000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,27/1/2016,NA
Livestock / Poultry,Live pig,3990,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,28/1/2016,NA
Livestock / Poultry,Live pig,262,(head),(Yesterday),Local,Food and Environmental Hygiene Department,28/1/2016,NA
Livestock / Poultry,Live cattle,78,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,28/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,28/1/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,28/1/2016,NA
Livestock / Poultry,Live chicken,11102,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,28/1/2016,NA
Marine fish,-,1264,(picul),(Yesterday),-,Fish Marketing Organization,28/1/2016,NA
Freshwater fish,-,3001,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,28/1/2016,NA
Vegetables,-,4707,(picul),(Yesterday),-,Vegetable Marketing Organization,28/1/2016,NA
Vegetables,-,9966,(picul),(Yesterday),-,Government Wholesale Markets,28/1/2016,NA
Eggs,-,4760000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,28/1/2016,NA
Livestock / Poultry,Live pig,4000,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,29/1/2016,NA
Livestock / Poultry,Live pig,215,(head),(Yesterday),Local,Food and Environmental Hygiene Department,29/1/2016,NA
Livestock / Poultry,Live cattle,76,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,29/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,29/1/2016,NA
Livestock / Poultry,Live chicken,2000,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,29/1/2016,NA
Livestock / Poultry,Live chicken,11860,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,29/1/2016,NA
Marine fish,-,1277,(picul),(Yesterday),-,Fish Marketing Organization,29/1/2016,NA
Freshwater fish,-,3287,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,29/1/2016,NA
Vegetables,-,4501,(picul),(Yesterday),-,Vegetable Marketing Organization,29/1/2016,NA
Vegetables,-,11171,(picul),(Yesterday),-,Government Wholesale Markets,29/1/2016,NA
Eggs,-,4820000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,29/1/2016,NA
Livestock / Poultry,Live pig,4083,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,30/1/2016,NA
Livestock / Poultry,Live pig,226,(head),(Yesterday),Local,Food and Environmental Hygiene Department,30/1/2016,NA
Livestock / Poultry,Live cattle,18,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,30/1/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,30/1/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,30/1/2016,NA
Livestock / Poultry,Live chicken,16156,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,30/1/2016,NA
Marine fish,-,1314,(picul),(Yesterday),-,Fish Marketing Organization,30/1/2016,NA
Freshwater fish,-,3011,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,30/1/2016,NA
Vegetables,-,4199,(picul),(Yesterday),-,Vegetable Marketing Organization,30/1/2016,NA
Vegetables,-,10478,(picul),(Yesterday),-,Government Wholesale Markets,30/1/2016,NA
