date_morning,food_category,food_item,unit,food_origin,provided_by,price_morning
2016-12-22,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.7
2016-12-22,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-23,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1288
2016-12-23,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,32.9
2016-12-23,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,42
2016-12-23,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-23,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-23,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,52
2016-12-23,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-23,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,52
2016-12-23,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,32
2016-12-23,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,42
2016-12-23,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-23,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-23,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-23,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.3
2016-12-23,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.8
2016-12-23,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.4
2016-12-23,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.1
2016-12-23,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.5
2016-12-23,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.2
2016-12-23,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.4
2016-12-23,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,8.4
2016-12-23,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.1
2016-12-23,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.9
2016-12-23,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.8
2016-12-23,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9.9
2016-12-23,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2016-12-23,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2016-12-23,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17.4
2016-12-23,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.7
2016-12-23,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-24,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1317
2016-12-24,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,33
2016-12-24,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,44
2016-12-24,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-24,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-24,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,54
2016-12-24,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-24,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,53
2016-12-24,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,33
2016-12-24,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,43
2016-12-24,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-24,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-24,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-24,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.3
2016-12-24,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.5
2016-12-24,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.7
2016-12-24,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.8
2016-12-24,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.6
2016-12-24,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.3
2016-12-24,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.2
2016-12-24,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,10.1
2016-12-24,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.8
2016-12-24,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.9
2016-12-24,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.2
2016-12-24,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9.6
2016-12-24,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.8
2016-12-24,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2016-12-24,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16.8
2016-12-24,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.7
2016-12-24,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-25,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1336
2016-12-25,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,33
2016-12-25,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,44
2016-12-25,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-25,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-25,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,54
2016-12-25,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-25,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,53
2016-12-25,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,33
2016-12-25,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,43
2016-12-25,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-25,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-25,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-25,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.3
2016-12-25,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.5
2016-12-25,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.9
2016-12-25,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.3
2016-12-25,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.6
2016-12-25,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6
2016-12-25,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.2
2016-12-25,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7.7
2016-12-25,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4
2016-12-25,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.1
2016-12-25,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.2
2016-12-25,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,10
2016-12-25,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4
2016-12-25,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.2
2016-12-25,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17
2016-12-25,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.7
2016-12-25,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-26,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1330
2016-12-26,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,33
2016-12-26,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,44
2016-12-26,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2016-12-26,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-26,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,54
2016-12-26,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14
2016-12-26,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,53
2016-12-26,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,33
2016-12-26,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,43
2016-12-26,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-26,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-26,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-26,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.3
2016-12-26,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.5
2016-12-26,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.4
2016-12-26,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.6
2016-12-26,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.3
2016-12-26,Vegetables,Chrysanthemum Garland,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.4
2016-12-26,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.6
2016-12-26,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9
2016-12-26,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.8
2016-12-26,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.7
2016-12-26,Vegetables,Water Cress,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.1
2016-12-26,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,8.9
2016-12-26,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.8
2016-12-26,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.2
2016-12-26,Vegetables,Pea Shoot,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14.2
2016-12-26,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.71
2016-12-26,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.68
2016-12-27,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1334
2016-12-27,Livestock / Poultry,Live cattle,($ / Picul),-,Ng Fung Hong,4283
2016-12-27,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,33
2016-12-27,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,43
2016-12-27,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2016-12-27,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,32
2016-12-27,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,55
2016-12-27,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-27,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,54
2016-12-27,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,34
2016-12-27,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,44
2016-12-27,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2016-12-27,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,32
2016-12-27,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.5
2016-12-27,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.3
2016-12-27,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.8
